"","utilisateur","intermediarite","communaute","degre.entrant","degre.sortant","degre","degre.entrant.pondere","degre.sortant.pondere","degre.pondere","excentricite","proximite","proximite.harmonique","PageRank","vecteur.propre","agglomeration","texte","lol","categorie","langue.avant","langue.apres","langue.moi","langue.auto","plus.d.une.occurrence","source","tweets","abonnements","abonnes","pays","province","ville","fuseau.horaire","codeur"
"71","Briana_Walker-Boykin","0.000000e+00"," 173"," 0","265","265","  0"," 741"," 741"," 1","1.0000000","1.0000000","3.687483e-04","0.0000000000","0.000000e+00","@EspenKulseth @Music_Man_Mike lol of course not. it's hilarious","lol","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter"," 21993"," 2724"," 1616","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"72","Briana_Walker-Boykin","0.000000e+00"," 173"," 0","265","265","  0"," 741"," 741"," 1","1.0000000","1.0000000","3.687483e-04","0.0000000000","0.000000e+00","@Goldsteinm8ty @Sargon_of_Akkad lol you're a carl fan","lol","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter"," 22412"," 2728"," 1693","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"73","Briana_Walker-Boykin","0.000000e+00"," 173"," 0","265","265","  0"," 741"," 741"," 1","1.0000000","1.0000000","3.687483e-04","0.0000000000","0.000000e+00","@CirceoSoter lol i'm still laughing at the idea someone as stupid as @ChrisRGun is reforming the left","lol","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter"," 21905"," 2723"," 1617","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"74","Briana_Walker-Boykin","0.000000e+00"," 173"," 0","265","265","  0"," 741"," 741"," 1","1.0000000","1.0000000","3.687483e-04","0.0000000000","0.000000e+00","@WTFISaHashtag1 @ViniKako @Alex__Katz @NiceMangos lol","lol","adjoint","indefini","indefini","indefini","indefini","non","Web, Twitter"," 22199"," 2723"," 1681","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"75","Briana_Walker-Boykin","0.000000e+00"," 173"," 0","265","265","  0"," 741"," 741"," 1","1.0000000","1.0000000","3.687483e-04","0.0000000000","0.000000e+00","@d_mayo1 @JustErics @RichardBSpencer lol what are you even doing man. yes it was published on the website he ran","lol","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter"," 22491"," 2730"," 1703","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"76","Briana_Walker-Boykin","0.000000e+00"," 173"," 0","265","265","  0"," 741"," 741"," 1","1.0000000","1.0000000","3.687483e-04","0.0000000000","0.000000e+00","@sam_sawnoff lol. you tried i guess","lol","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter"," 22000"," 2725"," 1618","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"77","Briana_Walker-Boykin","0.000000e+00"," 173"," 0","265","265","  0"," 741"," 741"," 1","1.0000000","1.0000000","3.687483e-04","0.0000000000","0.000000e+00","@LeftComfortably in world of warcraft if you wrote lol it translated to kek to the opposing faction","kek","nom","anglais","anglais","anglais","anglais","oui","Web, Twitter"," 23453"," 2747"," 2033","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"78","Salvador_Olague","0.000000e+00","1917"," 0"," 42"," 42","  0","  99","  99"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@X_cuseMyFrench lol you'll be in there with TJ _Ù÷â","lol","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","147524"," 1212"," 1768","Canada","Nouvelle-Ecosse","indefini","-6","Shari"
"79","Salvador_Olague","0.000000e+00","1917"," 0"," 42"," 42","  0","  99","  99"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@1JazzyJeff lol I'm loyal to #TGIT","lol","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","147694"," 1218"," 1773","Canada","Nouvelle-Ecosse","indefini","-6","Shari"
"80","Salvador_Olague","0.000000e+00","1917"," 0"," 42"," 42","  0","  99","  99"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@_QueenMochaBae lol you know it","lol","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","147629"," 1216"," 1764","Canada","Nouvelle-Ecosse","indefini","-6","Shari"
"81","Salvador_Olague","0.000000e+00","1917"," 0"," 42"," 42","  0","  99","  99"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@its_CashMere lol not this one","lol","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","147604"," 1214"," 1766","Canada","Nouvelle-Ecosse","indefini","-6","Shari"
"82","Salvador_Olague","0.000000e+00","1917"," 0"," 42"," 42","  0","  99","  99"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@misslexjack lol me too! I love _ÙÔ¦_Ù_ but yeah I miss him at that stage already _Ù÷_","lol","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","147621"," 1215"," 1765","Canada","Nouvelle-Ecosse","indefini","-6","Shari"
"83","Salvador_Olague","0.000000e+00","1917"," 0"," 42"," 42","  0","  99","  99"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@_KianaChante lmao stop being a baby. Who died from watching the first ones? I'm going to see it!","lmao","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","147655"," 1217"," 1768","Canada","Nouvelle-Ecosse","indefini","-6","Shari"
"84","Salvador_Olague","0.000000e+00","1917"," 0"," 42"," 42","  0","  99","  99"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@dyoung_89 now that's predictable to me lol it's the same kinda stuff every episode but Criminal Minds has so much to it to me","lol","adjoint","anglais","anglais","anglais","anglais","non","iPhone, Twitter","147793"," 1218"," 1775","Canada","Nouvelle-Ecosse","indefini","-6","Shari"
"85","Salvador_Olague","0.000000e+00","1917"," 0"," 42"," 42","  0","  99","  99"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@_freshhPrincess exactly! lol I'm so glad they didn't","lol","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","147704"," 1218"," 1773","Canada","Nouvelle-Ecosse","indefini","-6","Shari"
"86","Salvador_Olague","0.000000e+00","1917"," 0"," 42"," 42","  0","  99","  99"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@_KianaChante V E R Y. Lmao TJ is trying to be bad but be don't want these problems lol","Lmao","adjoint","indefini","anglais","anglais","anglais","oui","iPhone, Twitter","147532"," 1212"," 1769","Canada","Nouvelle-Ecosse","indefini","-6","Shari"
"87","Salvador_Olague","0.000000e+00","1917"," 0"," 42"," 42","  0","  99","  99"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@ItsMineITweetIt lmaoooo yeah I saw that. Did OH Do It? If y'all don't find something else to do man _Ù÷â_Ù÷â","lmaoooo","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","147638"," 1217"," 1764","Canada","Nouvelle-Ecosse","indefini","-6","Shari"
"88","Salvador_Olague","0.000000e+00","1917"," 0"," 42"," 42","  0","  99","  99"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@dyoung_89 lol I just liked it because I was tired of SVU and then I became a fake profiler _Ù÷â but this season decent though","lol","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","147793"," 1218"," 1775","Canada","Nouvelle-Ecosse","indefini","-6","Shari"
"89","Salvador_Olague","0.000000e+00","1917"," 0"," 42"," 42","  0","  99","  99"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@IGAshley right! And your so cute! Lol if they ugly they ugly _ÙÕÛ","Lol","adjoint","anglais","anglais","anglais","anglais","non","iPhone, Twitter","147539"," 1212"," 1769","Canada","Nouvelle-Ecosse","indefini","-6","Shari"
"90","Salvador_Olague","0.000000e+00","1917"," 0"," 42"," 42","  0","  99","  99"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@araygotfans lol girl if you go get a massage and you have a man why would you want another man rubbing on you?! You irra _Ù÷â","lol","adjoint","anglais","anglais","anglais","anglais","non","iPhone, Twitter","147582"," 1214"," 1771","Canada","Nouvelle-Ecosse","indefini","-6","Shari"
"91","Salvador_Olague","0.000000e+00","1917"," 0"," 42"," 42","  0","  99","  99"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@_KianaChante V E R Y. Lmao TJ is trying to be bad but be don't want these problems lol","lol","adjoint","anglais","indefini","anglais","anglais","oui","iPhone, Twitter","147532"," 1212"," 1769","Canada","Nouvelle-Ecosse","indefini","-6","Shari"
"92","Salvador_Olague","0.000000e+00","1917"," 0"," 42"," 42","  0","  99","  99"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@ItsMineITweetIt lmao me too like how about that _Ù","lmao","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","147746"," 1219"," 1775","Canada","Nouvelle-Ecosse","indefini","-6","Shari"
"93","Salvador_Olague","0.000000e+00","1917"," 0"," 42"," 42","  0","  99","  99"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@araygotfans lmao bye Araheal","lmao","adjoint","indefini","anglais","anglais","creole haitien","non","iPhone, Twitter","147582"," 1214"," 1771","Canada","Nouvelle-Ecosse","indefini","-6","Shari"
"94","Jesus_Perez","3.372063e-03"," 302","30","150","180"," 78"," 261"," 339","11","0.2566232","0.2882470","1.077252e-04","0.5674565459","1.641296e-02","@datbitchtanya @TristanRS And Kapai you - that's what he refuses to accept, that his actions are unacceptable (and unfunny LOL)","LOL","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter"," 36000"," 3109"," 2789","Nouvelle-Zelande","Wairarapa","indefini","13","Shari"
"95","Jesus_Perez","3.372063e-03"," 302","30","150","180"," 78"," 261"," 339","11","0.2566232","0.2882470","1.077252e-04","0.5674565459","1.641296e-02","@Kiwiseabreeze @grumpybirb if only it were so easy to do with my emotional junk LOL","LOL","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter"," 35736"," 3089"," 2767","Nouvelle-Zelande","Wairarapa","indefini","13","Shari"
"96","Jesus_Perez","3.372063e-03"," 302","30","150","180"," 78"," 261"," 339","11","0.2566232","0.2882470","1.077252e-04","0.5674565459","1.641296e-02","@JennyWi18628806 @carol_stirling they mean I'm feeling great eg just had a mean Kai feeling elite (Mean is also misused by them lol)","lol","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter"," 36470"," 3158"," 2812","Nouvelle-Zelande","Wairarapa","indefini","13","Shari"
"97","Jesus_Perez","3.372063e-03"," 302","30","150","180"," 78"," 261"," 339","11","0.2566232","0.2882470","1.077252e-04","0.5674565459","1.641296e-02","@Kiwiseabreeze hate to say it but sometimes it makes me want to be in an office environment lol","lol","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter"," 35754"," 3088"," 2773","Nouvelle-Zelande","Wairarapa","indefini","13","Shari"
"98","Jesus_Perez","3.372063e-03"," 302","30","150","180"," 78"," 261"," 339","11","0.2566232","0.2882470","1.077252e-04","0.5674565459","1.641296e-02","@whaeapower the cars and pedestrians had frozen so me and K called out: keep moving folks keep moving LOL","LOL","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter"," 35679"," 3085"," 2763","Nouvelle-Zelande","Wairarapa","indefini","13","Shari"
"99","Jesus_Perez","3.372063e-03"," 302","30","150","180"," 78"," 261"," 339","11","0.2566232","0.2882470","1.077252e-04","0.5674565459","1.641296e-02","@tauhenare You too Koro LOL","LOL","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter"," 36573"," 3174"," 2822","Nouvelle-Zelande","Wairarapa","indefini","13","Shari"
"100","Brooke_Hernandez Rocha","0.000000e+00","1032"," 0"," 47"," 47","  0","  92","  92"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@NoLore hahah socialist. this may be her most popular tweet yet, thanks to the retweet by The Rebel LOL","LOL","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","   858","   75","  126","Nouvelle-Zelande","indefini","indefini","13","Shari"
"101","Brooke_Hernandez Rocha","0.000000e+00","1032"," 0"," 47"," 47","  0","  92","  92"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@PrisonPlanet is that a man or a woman? I hope it goes viral LOL","LOL","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","   755","   73","  128","Nouvelle-Zelande","indefini","indefini","13","Shari"
"102","Sasha_Tram","9.855498e-09","1227"," 1"," 12"," 13"," 11","  27","  38"," 2","0.6250000","0.7000000","4.260277e-04","0.0134667771","7.575758e-03","@Taschereau11 lmfao you may be right. No shots on goal on a PP isn't ideal","lmfao","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter"," 13248","  494"," 1280","Canada","Nouveau-Brunswick","indefini","-4","Shari"
"103","Sasha_Tram","9.855498e-09","1227"," 1"," 12"," 13"," 11","  27","  38"," 2","0.6250000","0.7000000","4.260277e-04","0.0134667771","7.575758e-03","@HowYouDrouin @tangerelite @dv418 lol","lol","adjoint","indefini","indefini","indefini","indefini","non","TweetDeck"," 12907","  483"," 1280","Canada","Nouveau-Brunswick","indefini","-4","Shari"
"104","Sasha_Tram","9.855498e-09","1227"," 1"," 12"," 13"," 11","  27","  38"," 2","0.6250000","0.7000000","4.260277e-04","0.0134667771","7.575758e-03","@HowYouDrouin Lol that's crazy, any team would love to have him","Lol","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter"," 12916","  484"," 1280","Canada","Nouveau-Brunswick","indefini","-4","Shari"
"105","Sasha_Tram","9.855498e-09","1227"," 1"," 12"," 13"," 11","  27","  38"," 2","0.6250000","0.7000000","4.260277e-04","0.0134667771","7.575758e-03","@Simmonds17_ it's a joke it's not that deep lol","lol","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter"," 13266","  496"," 1279","Canada","Nouveau-Brunswick","indefini","-4","Shari"
"106","Robert_Johnson","0.000000e+00","1032"," 0","  1","  1","  0","   1","   1"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@FoxNews @realDonaldTrump  lmao","lmao","adjoint","indefini","indefini","indefini","creole haitien","non","iPhone, Twitter","    28","   88","    8","Canada","Nouvelle-Ecosse","Sunnyville","indefini","Shari"
"107","Aiyana_Barihe","0.000000e+00","1032"," 0","  2","  2","  0","   2","   2"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@buzzbrainard #MRHH I toss any dairy products that have reached or passed best Before/Expiry dates. In Canada our bottle water ""Expires"" lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","    44","  126","   17","Canada","Nouvelle-Ecosse","Antrim","indefini","Shari"
"108","Aatika_el-Arafat","0.000000e+00","1032"," 0","  4","  4","  0","   5","   5"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@chelseahandler as soon as he spoke we thought the same. He can employ all the speech writers he wants still won't make him great ever lol","lol","adjoint","anglais","indefini","anglais","anglais","non","iPad, Twitter","   314","   36","   19","Nouvelle-Zelande","indefini","indefini","13","Shari"
"109","Jaqueline_Juan","0.000000e+00"," 302"," 0","  4","  4","  0","  14","  14"," 1","1.0000000","1.0000000","5.057377e-05","0.0000000000","0.000000e+00","@powareverb argh, that'd be worse, lol. Haven't done any punchy punchy in years.","lol","adjoint","anglais","anglais","anglais","anglais","non","Android, Twitter","  4142","   97","  103","Nouvelle-Zelande","indefini","indefini","13","Shari"
"110","Taden_Churchwell","1.028668e-07"," 572"," 1","151","152"," 16"," 318"," 334"," 2","0.9748428","0.9870968","4.043525e-04","0.0153587259","1.766004e-04","@MMAFighting @guicruzzz lmfao","lmfao","adjoint","indefini","indefini","indefini","anglais","non","Android, Twitter","  7528","  778","  197","Nouvelle-Zelande","indefini","indefini","indefini","Shari"
"111","Taden_Churchwell","1.028668e-07"," 572"," 1","151","152"," 16"," 318"," 334"," 2","0.9748428","0.9870968","4.043525e-04","0.0153587259","1.766004e-04","@DamonMartin lol wtf","lol","adjoint","indefini","anglais","anglais","anglais","non","Android, Twitter","  7175","  764","  180","Nouvelle-Zelande","indefini","indefini","indefini","Shari"
"112","Taden_Churchwell","1.028668e-07"," 572"," 1","151","152"," 16"," 318"," 334"," 2","0.9748428","0.9870968","4.043525e-04","0.0153587259","1.766004e-04","@Grabaka_Hitman lmfao of course that fucking idiot can't make weight ever","lmfao","adjoint","indefini","anglais","anglais","anglais","non","Android, Twitter","  7329","  767","  175","Nouvelle-Zelande","indefini","indefini","indefini","Shari"
"113","Taden_Churchwell","1.028668e-07"," 572"," 1","151","152"," 16"," 318"," 334"," 2","0.9748428","0.9870968","4.043525e-04","0.0153587259","1.766004e-04","@TalkMMA @joannamma lol then you will claim you called it first right?","lol","adjoint","indefini","anglais","anglais","anglais","non","Android, Twitter","  7589","  784","  184","Nouvelle-Zelande","indefini","indefini","indefini","Shari"
"114","Taden_Churchwell","1.028668e-07"," 572"," 1","151","152"," 16"," 318"," 334"," 2","0.9748428","0.9870968","4.043525e-04","0.0153587259","1.766004e-04","@dancummins lol","lol","adjoint","indefini","indefini","indefini","indefini","non","Android, Twitter","  7381","  769","  177","Nouvelle-Zelande","indefini","indefini","indefini","Shari"
